Lake Name,Municipality,Geographic Township,MNRF District,Coordinates,Waterbody ID,Fish Species
Taylor Creek,City of Toronto,Scarborough,Aurora,"43.742, -79.288",17-6343-48397,"['Pumpkinseed', 'White Sucker']"
Tea Lake,Township of Severn,Matchedash,Midhurst,"44.872, -79.649",17-6065-49697,"['Pumpkinseed', 'Brown Bullhead', 'Lake Whitefish', 'Largemouth Bass', 'Muskellunge', 'Northern Pike', 'Channel Catfish', 'Rock Bass', 'Smallmouth Bass', 'Walleye', 'White Sucker', 'Yellow Perch']"
Telfer Creek,Municipality of Meaford,Sydenham,Midhurst,"44.565, -80.881",17-5093-49346,not available
Thompson Lake,City of Vaughan,King,Aurora,"43.922, -79.483",17-6218-48635,"['Brown Bullhead', 'Rainbow Trout']"
Tilbury Creek,Town of Lakeshore,Tilbury West,Aylmer,"42.289, -82.451",17-3805-46840,"['Black Crappie', 'Common Carp', 'Freshwater Drum', 'Pumpkinseed', 'White Bass', 'White Crappie', 'White Sucker', 'Yellow Perch']"
Tiverton Creek,Municipality of Kincardine,Kincardine,Midhurst,"44.269, -81.569",17-4521-49015,not available
Tobermory Lake,Municipality of West Grey,Glenelg,Midhurst,"44.255, -80.832",17-5134-49001,"['Pumpkinseed', 'Rock Bass', 'Smallmouth Bass', 'White Sucker', 'Yellow Perch']"
Tottenham Pond,Town of New Tecumseth,Tecumseth,Midhurst,"44.019, -79.808",17-5955-48745,"['Brook Trout', 'White Sucker']"
Town Line Lake,Township of Georgian Bluffs,Keppel,Midhurst,"44.556, -81.069",17-4944-49335,"['Northern Pike', 'Smallmouth Bass', 'Yellow Perch']"
Town Pond,Municipality of Grey Highlands,Glenelg,Midhurst,"44.313, -80.66",17-5271-49065,"['Brook Trout', 'Brown Trout', 'Rainbow Trout', 'White Sucker']"
Townsend Lake,Municipality of West Grey,Glenelg,Midhurst,"44.299, -80.773",17-5181-49049,"['Smallmouth Bass', 'White Sucker', 'Yellow Perch']"
Traverston Creek,Municipality of West Grey,Glenelg,Midhurst,"44.254, -80.724",17-5200-49013,['Brook Trout']
Tricks Creek,Municipality of Central Huron,Goderich,Guelph,"43.601, -81.588",17-4529-48255,"['Brook Trout', 'Brown Trout', 'Rainbow Trout', 'Rock Bass', 'White Sucker']"
Trout Creek,Township of Perth South,Blanshard,Guelph,"43.268, -81.112",17-4892-47902,"['Rainbow Trout', 'Brook Trout', 'Common Carp', 'Largemouth Bass', 'Northern Pike', 'Pumpkinseed', 'Brown Bullhead', 'Rock Bass', 'Smallmouth Bass', 'White Sucker', 'Yellow Bullhead', 'Yellow Perch']"
Tuck Creek,City of Burlington,Nelson,Aurora,"43.352, -79.774",17-6002-47998,"['Bluegill', 'Brown Trout', 'Largemouth Bass', 'Northern Pike', 'Pumpkinseed', 'Rainbow Trout', 'White Sucker']"
Turnbull Lake,County of Brant,Dumfries,Guelph,"43.268, -80.418",17-5472-47905,"['Bluegill', 'Largemouth Bass', 'Northern Pike', 'Pumpkinseed']"
Turner Lake,Municipality of Grey Highlands,Artemesia,Midhurst,"44.198, -80.56",17-5351-48937,"['Smallmouth Bass', 'Yellow Perch']"
Twelve Mile Creek,City of St. Catharines,Grantham,Guelph,"43.149, -79.244",17-6395-47824,not available
Twenty Mile Creek,Town of Lincoln,Clinton,Guelph,"43.119, -79.413",17-6328-47804,"['Largemouth Bass', 'Black Crappie', 'Brown Bullhead', 'Brown Trout', 'Common Carp', 'Bluegill', 'Northern Pike', 'Pumpkinseed', 'Rock Bass', 'White Crappie', 'White Sucker']"
Tyler Creek,City of Toronto,York,Aurora,"43.724, -79.312",17-6351-48423,not available
Umbrella Lake,Municipality of Northern Bruce Peninsula,St Edmunds,Midhurst,"45.217, -81.397",17-4687-50070,"['Northern Pike', 'Rock Bass', 'Yellow Perch']"
Underwood Creek,Municipality of Kincardine,Bruce,Midhurst,"44.345, -81.547",17-4562-49088,not available
Upper Andrew Lake,Municipality of Northern Bruce Peninsula,St Edmunds,Midhurst,"45.213, -81.436",17-4658-50062,"['Northern Pike', 'Pumpkinseed', 'Rock Bass', 'Yellow Perch']"
Usshers Creek,City of Niagara Falls,Willoughby,Guelph,"43.04, -79.043",17-6615-47681,"['Pumpkinseed', 'Brown Bullhead', 'Freshwater Drum', 'Largemouth Bass', 'Muskellunge', 'Northern Pike', 'Common Carp', 'Rock Bass', 'Smallmouth Bass', 'White Crappie', 'White Sucker', 'Yellow Perch']"
Uxbridge Brook,Township of Uxbridge,Scott,Aurora,"44.24, -79.156",17-6437-49029,"['Brown Bullhead', 'Largemouth Bass', 'Pumpkinseed', 'Rock Bass', 'Smallmouth Bass', 'White Sucker', 'Yellow Bullhead', 'Yellow Perch']"
Valens Reservoir,City of Hamilton,Beverly,Guelph,"43.387, -80.136",17-5702-48035,"['Bluegill', 'Brown Bullhead', 'Largemouth Bass', 'Northern Pike', 'Pumpkinseed']"
Vesta Creek,Municipality of Arran-Elderslie,Elderslie,Midhurst,"44.282, -81.149",17-4801-49032,not available
Victoria Park Lake,City of Kitchener,Waterloo,Guelph,"43.446, -80.497",17-5405-48107,"['Brown Bullhead', 'Common Carp', 'Largemouth Bass', 'Pumpkinseed', 'White Sucker']"
Vivian Creek,Town of East Gwillimbury,East Gwillimbury,Aurora,"44.118, -79.299",17-6333-48915,"['Brook Trout', 'Largemouth Bass', 'Pumpkinseed', 'Rock Bass', 'White Sucker']"
Vivians Pond,County of Brant,Oakland,Guelph,"43.025, -80.337",17-5535-47632,['Common Carp']
Vrooman Creek,Township of Brock,Brock,Aurora,"44.346, -79.082",17-6527-49160,"['Brown Bullhead', 'Pumpkinseed', 'Rock Bass', 'Smallmouth Bass', 'White Sucker']"
Waddell Creek,City of Sarnia,Sarnia,Aylmer,"42.959, -82.304",17-3899-47596,['White Sucker']
Wainman's Creek,Township of Ramara,not available,Midhurst,"44.571, -79.289",17-6358-49361,not available
Walters Creek,Township of Chatsworth,Holland,Midhurst,"44.477, -80.709",17-5212-49291,"['Brook Trout', 'Brown Trout', 'Burbot', 'Rainbow Trout', 'Smallmouth Bass', 'White Sucker']"
Wardells Creek,Haldimand County,Rainham,Guelph,"42.849, -79.779",17-6008-47447,"['Largemouth Bass', 'Pumpkinseed', 'White Sucker', 'Yellow Perch']"
Warder Lake,Municipality of Northern Bruce Peninsula,St Edmunds,Midhurst,"45.18, -81.428",17-4663-50028,"['Brown Bullhead', 'Largemouth Bass', 'Pumpkinseed', 'Rock Bass', 'Smallmouth Bass', 'White Sucker', 'Yellow Perch']"
Waterford Ponds,Norfolk County,Townsend,Aylmer,"42.936, -80.315",17-5564-47533,not available
Waterloo L. B,City of Cambridge,Waterloo,Guelph,"43.437, -80.335",17-5538-48094,"['Brown Bullhead', 'Largemouth Bass', 'Northern Pike', 'Pumpkinseed', 'Rock Bass', 'Smallmouth Bass', 'White Sucker']"
Waterton Creek,Municipality of Meaford,Sydenham,Midhurst,"44.675, -80.791",17-5158-49494,"['Brook Trout', 'Brown Trout', 'Rainbow Trout', 'Rock Bass', 'White Sucker']"
Waubuno Creek,Municipality of Thames Centre,Nissouri,Aylmer,"43.043, -81.1",17-4891-47588,"['Largemouth Bass', 'Pumpkinseed', 'Rock Bass', 'Smallmouth Bass', 'White Sucker']"
Welbeck Mill Pond,Municipality of West Grey,Bentinck,Midhurst,"44.274, -80.889",17-5088-49021,['Brook Trout']
Welland River,City of Welland,Crowland,Guelph,"42.993, -79.255",17-6588-47698,not available
West Catfish Creek,Municipality of Central Elgin,Yarmouth,Aylmer,"42.764, -81.065",17-4945-47347,"['Bluegill', 'Pumpkinseed', 'Rock Bass', 'Smallmouth Bass', 'White Sucker']"
West Highland Creek,City of Toronto,Scarborough,Aurora,"43.763, -79.203",17-6448-48492,"['Common Carp', 'Rainbow Trout', 'White Sucker']"
West Humber River,City of Brampton,Toronto Gore,Aurora,"43.747, -79.642",17-6168-48431,"['Rock Bass', 'White Sucker']"
West Little Lake,Municipality of Northern Bruce Peninsula,Eastnor,Midhurst,"44.949, -81.347",17-4727-49771,"['Common Carp', 'Northern Pike', 'Pumpkinseed', 'Rainbow Smelt', 'Rainbow Trout', 'Smallmouth Bass', 'White Sucker', 'Yellow Perch']"
West Otter Creek,Municipality of Chatham-Kent,Sombra,Aylmer,"42.613, -82.336",17-3906-47190,"['Black Crappie', 'Largemouth Bass', 'Muskellunge', 'Smallmouth Bass']"
West Two Creeks,Municipality of Chatham-Kent,Romney,Aylmer,"42.082, -82.457",17-3800-46580,"['Freshwater Drum', 'White Crappie']"
Westfall's Lake,Municipality of West Grey,Bentinck,Midhurst,"44.184, -80.999",17-4999-48920,"['Pumpkinseed', 'Smallmouth Bass']"
Whirl Creek,Township of Perth East,Ellice,Guelph,"43.473, -81.101",17-4838-48124,"['Northern Pike', 'Pumpkinseed', 'Rock Bass', 'Smallmouth Bass', 'White Sucker']"
White's Creek,Township of Brock,Thorah,Aurora,"44.438, -79.134",17-6472-49233,"['Brown Bullhead', 'Common Carp', 'Largemouth Bass', 'Pumpkinseed', 'Rock Bass', 'Smallmouth Bass', 'White Sucker', 'Yellow Perch']"
Whitemans Creek,County of Brant,Brantford,Guelph,"43.138, -80.367",17-5529-47775,"['Brown Trout', 'Rainbow Trout', 'White Sucker', 'Yellow Perch']"
Widgett Lake,Town of Caledon,Albion,Aurora,"43.874, -79.843",17-5930-48584,"['Bluegill', 'Brown Bullhead', 'Largemouth Bass', 'Muskellunge', 'Pumpkinseed', 'Smallmouth Bass', 'White Sucker', 'Yellow Perch']"
Wigle Creek,Town of Kingsville,Gosfield,Aylmer,"42.014, -82.776",17-3525-46523,"['Largemouth Bass', 'Pumpkinseed', 'White Sucker']"
Wilcox Lake,Municipality of Grey Highlands,Artemesia,Midhurst,"44.227, -80.558",17-5354-48972,"['Brook Trout', 'Brown Bullhead', 'Brown Trout', 'Pumpkinseed', 'Rock Bass', 'Smallmouth Bass', 'Walleye', 'White Sucker', 'Yellow Perch']"
Wilcox Lake,Town of Richmond Hill,Whitchurch,Aurora,"43.949, -79.436",17-6255-48671,"['Pumpkinseed', 'Black Crappie', 'Brown Bullhead', 'Common Carp', 'Largemouth Bass', 'Northern Pike', 'Bluegill', 'Rainbow Trout', 'Rock Bass', 'Smallmouth Bass', 'White Sucker', 'Yellow Perch']"
Wilder Lake,Township of Southgate,Egremont,Midhurst,"44.144, -80.738",17-5210-48876,"['Brook Trout', 'Largemouth Bass', 'Pumpkinseed', 'Rock Bass', 'Smallmouth Bass', 'White Sucker', 'Yellow Perch']"
Wildwood Lake,Township of Zorra,Nissouri,Aylmer,"43.253, -81.056",17-4976-47878,"['Pumpkinseed', 'Bluegill', 'Common Carp', 'Largemouth Bass', 'Northern Pike', 'Brown Bullhead', 'Rock Bass', 'Smallmouth Bass', 'Walleye', 'White Sucker', 'Yellow Perch']"
Wilket Creek,City of Toronto,York,Aurora,"43.735, -79.363",17-6329-48415,"['Pumpkinseed', 'White Sucker']"
Williams Lake,Township of Chatsworth,Holland,Midhurst,"44.402, -80.832",17-5132-49165,"['Rainbow Trout', 'Smallmouth Bass', 'White Sucker', 'Yellow Perch']"
Willow Brook,Township of Amaranth,Amaranth,Midhurst,"44.013, -80.251",17-5576-48589,"['Brook Trout', 'Brown Bullhead', 'Brown Trout', 'Northern Pike', 'Pumpkinseed', 'Rock Bass', 'White Sucker', 'Yellow Perch']"
Willow Creek,Municipality of Brockton,Greenock,Midhurst,"44.297, -81.293",17-4787-49051,"['Pumpkinseed', 'Brook Trout', 'Brown Trout', 'Channel Catfish', 'Common Carp', 'Northern Pike', 'Brown Bullhead', 'Rainbow Trout', 'Rock Bass', 'Smallmouth Bass', 'White Sucker', 'Yellow Bullhead', 'Yellow Perch']"
Willow Creek,Municipality of Northern Bruce Peninsula,St Edmunds,Midhurst,"45.165, -81.551",17-4542-50014,not available
Willow Lake,County of Brant,Oakland,Guelph,"43.036, -80.36",17-5521-47648,"['Black Crappie', 'Bluegill', 'Brown Trout', 'Common Carp', 'Largemouth Bass', 'Yellow Perch']"
Willowgrove Creek,City of Markham,Markham,Aurora,"43.94, -79.294",17-6374-48654,"['Brook Trout', 'Brown Bullhead', 'Brown Trout', 'Largemouth Bass', 'Pumpkinseed', 'Rainbow Trout', 'Rock Bass', 'White Sucker']"
Wilson Creek,Town of Innisfil,Innisfil,Midhurst,"44.253, -79.55",17-6171-49006,not available
Wodehouse Creek,Municipality of Grey Highlands,Euphrasia,Midhurst,"44.386, -80.575",17-5365-49110,not available
Wolfedale Creek,City of Mississauga,Toronto,Aurora,"43.57, -79.643",17-6117-48226,not available
Workman's Creek,Municipality of Meaford,St Vincent,Midhurst,"44.583, -80.556",17-5357-49384,not available
Wraith's Lake,Township of Huron-Kinloss,Kinloss,Midhurst,"43.968, -81.43",17-4656-48681,"['Northern Pike', 'Smallmouth Bass']"
Wrigley's Lake,Township of North Dumfries,Dumfries,Guelph,"43.293, -80.394",17-5500-47923,"['Black Crappie', 'Northern Pike']"
Wroxeter Mill Pond,Township of Howick,Howick,Guelph,"43.869, -81.146",17-4884-48572,"['Pumpkinseed', 'Rock Bass', 'Smallmouth Bass', 'White Sucker']"
Young's Creek,Norfolk County,Charlotteville,Aylmer,"42.79, -80.435",17-5609-47335,not available
Zavitz P.,Municipality of Central Elgin,Yarmouth,Aylmer,"42.714, -81.118",17-4903-47288,"['Bluegill', 'Brook Trout', 'Brown Bullhead', 'Rainbow Trout', 'Smallmouth Bass', 'White Sucker']"
Zephyr Creek,Town of Georgina,Georgina,Aurora,"44.252, -79.323",17-6344-49008,"['Brown Bullhead', 'Pumpkinseed', 'Rock Bass', 'Yellow Perch']"
